Name,Value,Timestamp,Step
"train_accuracy",0.9846368715083799,1734806092132,1
"test_accuracy",0.8722222222222222,1734806092132,1
"train_f1",0.9846358907580118,1734806092132,1
"test_f1",0.872452144629564,1734806092132,1
